Name,City,State,Zip Code,Plant Operator,Plant Desc.,Operating Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Planned Capacity (MW),Retired Capacity (MW),Operating Units,Planned Units,Retired Units,Fuel 1,Fuel 2,Net Gen. MWh,Capacity Factor,Sub 1,Sub 2,No. Lines,NAICS Code,NAICS Desc.,SIC Code,Source,Source Date
SunE KHL59 San Marcos,"Escondido, CA",CA,92069,SunE KHL59 San Marcos LLC,"Renewable Energy Power Plant (0.37 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",0.37,0.28,0.28,0,0,1,0,0,Renew,,0,0,Sune KHL59 San Marcos,,0,221119,Other Electric Power Generation,491,Street Address,07/2008
SunE ST92 Vista,"Vista, CA",CA,92083,SunE ST92 Vista LLC,"Renewable Energy Power Plant (0.044 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",0.044,0.044,0.044,0,0,1,0,0,Renew,,0,0,Sune ST92 Vista,,0,221119,Other Electric Power Generation,491,Street Address,07/2008
TRW Radio Systems,"Poway, CA",CA,92128,TRW Inc,"Gas-fired Power Plant (0 MW of operating capacity, 0 MW of planned capacity, and 1.2 MW of retired capacity)",0,0,0,0,1.2,0,0,2,Gas,,0,0,TRW Radio Systems,,0,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,09/2001
UC San Diego,"Del Mar, CA",CA,92037,University of California,"Gas-fired Power Plant (31.8 MW of operating capacity, 3.63 MW of planned capacity, and 0 MW of retired capacity)",31.8,27,27,3.63,0,4,2,0,Gas,Renew,0,0,UC San Diego,,0,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,09/2001
Union Tribune Publishing Co,"San Diego, CA",CA,92108,Union Tribune LLC,"Gas-fired Power Plant (3 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",3,3,3,0,0,1,0,0,Gas,,920,3.5,Union Tribune Publishing Co,,0,221112,Fossil Fuel Electric Power Generation,491,Street Address,09/2001
UPC Solar Walker Elementary School,"Poway, CA",CA,92126,UPC Solar,"Renewable Energy Power Plant (0.142 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",0.142,0.135,0.135,0,0,1,0,0,Renew,,0,0,UPC Solar Walker Elementary School,,0,221119,Other Electric Power Generation,491,Aerial Imagery,09/2007
Vista II,"Lake San Marcos, CA",CA,92008,Envirepel Energy Inc,"Renewable Energy Power Plant (0 MW of operating capacity, 7.5 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,7.5,0,0,1,0,Renew,,0,0,Vista II,,0,221119,Other Electric Power Generation,491,Ventyx Research,05/2009
AES Hawaii,"Makakilo City, HI",HI,,AES Hawaii Inc,"Coal-fired Power Plant (203 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",203,180,180,0,0,1,0,0,Coal,,1484930,94.17,AES,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Auwahi Wind Project,"Ulupalakua, HI",HI,,Auwahi Wind Energy LLC,"Renewable Energy Power Plant (0 MW of operating capacity, 24.48 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,24.48,0,0,2,0,Renew,,0,0,Auwahi Wind Project,,0,221119,Other Electric Power Generation,491,Ventyx Research,07/2006
Big Wind Lanai,"Kaumalapau, HI",HI,,Castle & Cooke Inc,"Renewable Energy Power Plant (0 MW of operating capacity, 200 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,200,0,0,2,0,Renew,,0,0,Lanai Wind,,0,221119,Other Electric Power Generation,491,Ventyx Research,06/2007
Big Wind Molokai,"Kalaupapa, HI",HI,,UPC Hawaii Wind Partners LLC,"Renewable Energy Power Plant (0 MW of operating capacity, 200 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,200,0,0,2,0,Renew,,0,0,Molokai Wind,,0,221119,Other Electric Power Generation,491,Ventyx Research,11/2007
Campbell Industrial Park,"Makakilo City, HI",HI,,Hawaii Electric Light Co Inc,"Renewable Energy Power Plant (113 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",113,113,113,0,0,1,0,0,Renew,,24196,2.44,Campbell Industrial Park,,0,221119,Other Electric Power Generation,491,Aerial Imagery,na
Castle & Cook Mililani Solar,"Waipio, HI",HI,,Castle & Cooke Inc,"Renewable Energy Power Plant (0 MW of operating capacity, 20 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,20,0,0,4,0,Renew,,0,0,Castle & Cook Mililani Solar,,0,221119,Other Electric Power Generation,491,Ventyx Research,05/2010
Ceip Substation ICs,"Makakilo City, HI",HI,,Hawaiian Electric Co Inc,"Petro-fired Power Plant (4.8 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",4.8,4.92,4.92,0,0,3,0,0,Petro,,1292,3,Campbell Estate Industrial Park (Ceip),,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,08/2006
County of Hawaii Dept of Water,"Kalaoa, HI",HI,,County of Hawaii Dept of Water,"Hydroelectric Power Plant (0.05 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",0.05,0.05,0.05,0,0,1,0,0,Water,,0,0,County of Hawaii Dept of Water,,0,221111,Hydroelectric Power Generation,491,Ventyx Research,11/2007
Energy Hawaii Biomass,"Kihei, HI",HI,,Energy Hawaii Inc,"Renewable Energy Power Plant (3 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",3,2.7,2.7,0,0,4,0,0,Renew,,0,0,Energy Hawaii Biomass,,0,221119,Other Electric Power Generation,491,Nearest City,02/2009
Ewa Nui Substation Distributed Generating,"Honouliuli, HI",HI,,Hawaiian Electric Co Inc,"Petro-fired Power Plant (9.84 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",9.84,9.84,9.84,0,0,6,0,0,Petro,,1957,2.27,Ewa Nui,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,10/2005
Green Energy Hawaii Biomass,"Omao, HI",HI,,Green Energy Hawaii,"Renewable Energy Power Plant (0 MW of operating capacity, 6.4 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,6.4,0,0,1,0,Renew,,0,0,Green Energy Hawaii Biomass,,0,221119,Other Electric Power Generation,491,Ventyx Research,04/2006
H Power,"Makakilo City, HI",HI,,Dfo Partnership,"Renewable Energy Power Plant (63.7 MW of operating capacity, 33.6 MW of planned capacity, and 0 MW of retired capacity)",63.7,60,60,33.6,0,1,1,0,Renew,,323031,61.46,AES,,1,221119,Other Electric Power Generation,491,Aerial Imagery,na
Hamakua Energy,"Honokaa, HI",HI,,Hamakua Energy Partners LP,"Petro-fired Power Plant (66 MW of operating capacity, 0 MW of planned capacity, and 23 MW of retired capacity)",66,60.8,60.8,0,23,1,0,1,Petro,,334768,62.85,Hamakua Energy,,0,221112,Fossil Fuel Electric Power Generation,491,Street Address,08/2000
Hana Substation,"Hana, HI",HI,,Maui Electric Co Ltd,"Petro-fired Power Plant (2 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",2,2,2,0,0,2,0,0,Petro,,71,0.41,Hana Substation,,0,221112,Fossil Fuel Electric Power Generation,491,Ventyx Research,na
Hanalei River Hydroelectric Project,"Hanalei, HI",HI,,Kahawai Power 1 LLC,"Hydroelectric Power Plant (0 MW of operating capacity, 3.5 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,3.5,0,0,1,0,Water,,0,0,Hanalei River Hydroelectric Project,,0,221111,Hydroelectric Power Generation,491,FERC eLibrary,11/2010
Hawaii Refinery Cogeneration Facility,"Makakilo City, HI",HI,,Chevron Refinery,"Gas-fired Power Plant (9 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",9,9,9,0,0,3,0,0,Gas,,71178,90.28,Hawaii Refinery Cogeneration Facility,,0,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Hawi Wind Farm,"Hawi, HI",HI,,Hawi Renewable Development,"Renewable Energy Power Plant (10.6 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",10.6,10.6,10.6,0,0,1,0,0,Renew,,30813,33.18,Hawi Wind Farm,,0,221119,Other Electric Power Generation,491,Aerial Imagery,Unknown
Helemano Substation Distributed Generating,"Whitmore Village, HI",HI,,Hawaiian Electric Co Inc,"Petro-fired Power Plant (4.8 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",4.8,4.8,4.8,0,0,3,0,0,Petro,,827,1.97,Helemano,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,11/2005
Hickam AFB Solar,"Ewa Beach, HI",HI,,Hickam Air Force Base (HI),"Renewable Energy Power Plant (0 MW of operating capacity, 4 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,4,0,0,1,0,Renew,,0,0,Hickam AFB Solar,,0,221119,Other Electric Power Generation,491,Ventyx Research,07/2011
Holaniku At Keahole Point,"Kalaoa, HI",HI,,Keahole Solar Power LLC,"Renewable Energy Power Plant (2 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",2,0.5,0.5,0,0,2,0,0,Renew,,0,0,Keahole Solar Power,,0,221119,Other Electric Power Generation,491,Street Address,09/2008
Honolulu,"Honolulu, HI",HI,,Hawaiian Electric Co Inc,"Petro-fired Power Plant (104.4 MW of operating capacity, 0 MW of planned capacity, and 55 MW of retired capacity)",104.4,100.3,100.3,0,55,2,0,2,Petro,,155109,17.65,Honolulu,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Honolulu Intl Arpt Emergency Power Plant,"Halawa Heights, HI",HI,,Hawaiian Electric Co Inc,"Petro-fired Power Plant (0 MW of operating capacity, 20 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,20,0,0,8,0,Petro,,0,0,Honolulu Intl Arpt Energency Power Plant,,0,221112,Fossil Fuel Electric Power Generation,491,Ventyx Research,08/2008
Honua Power Biomass,"Makakilo City, HI",HI,,Honua Power LLC,"Renewable Energy Power Plant (0 MW of operating capacity, 12 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,12,0,0,2,0,Renew,,0,0,Hanua Power Biomass,,0,221119,Other Electric Power Generation,491,Ventyx Research,01/2011
Ic Sunshine Solar,"Makakilo City, HI",HI,,Ic Sunshine LLC,"Renewable Energy Power Plant (0 MW of operating capacity, 5 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,5,0,0,1,0,Renew,,0,0,Ic Sunshine Solar,,0,221119,Other Electric Power Generation,491,Ventyx Research,12/2010
Jetstream Wind Molokai Hydrogen Plant,"Kualapuu, HI",HI,,Jetstream Wind Inc,"Gas-fired Power Plant (0 MW of operating capacity, 10 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,10,0,0,1,0,Gas,,0,0,Jetstream Wind Molokai Hydrogen Plant,,0,221112,Fossil Fuel Electric Power Generation,491,Ventyx Research,07/2009
Kahe,"Nanakuli, HI",HI,,Hawaiian Electric Co Inc,"Petro-fired Power Plant (609.7 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",609.7,582.1,582.1,0,0,6,0,0,Petro,,2920000,57.26,Kahe,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Kaheawa Pastures Wind Farm,"Maalaea, HI",HI,,Kaheawa Wind Power LLC,"Renewable Energy Power Plant (30 MW of operating capacity, 21 MW of planned capacity, and 0 MW of retired capacity)",30,30,30,21,0,1,2,0,Renew,,109660,41.73,Kaheawa Pastures Wind Farm,,0,221119,Other Electric Power Generation,491,Ventyx Research,Unknown
Kaheka Hydro,"Paia, HI",HI,,Hawaiian Commercial & Sugar Co,"Hydroelectric Power Plant (4.5 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",4.5,4.5,4.5,0,0,3,0,0,Water,,17918,45.45,Kaheka Hydro,,0,221111,Hydroelectric Power Generation,491,Ventyx Research,na
Kahuku Wind Farm,"Kahuku, HI",HI,,Xtreme Power Inc,"Renewable Energy Power Plant (30 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",30,30,30,0,0,2,0,0,Renew,Other,0,0,Kahuku Wind Farm,,0,221119,Other Electric Power Generation,491,Ventyx Research,09/2005
Kahului,"Kahului, HI",HI,,Maui Electric Co Ltd,"Petro-fired Power Plant (34 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",34,32.3,32.3,0,0,4,0,0,Petro,,205284,72.55,Kahului,,0,221112,Fossil Fuel Electric Power Generation,491,Nearest City,na
Kalaeloa Cogeneration Plant,"Makakilo City, HI",HI,,Harbert Power Co,"Petro-fired Power Plant (299.4 MW of operating capacity, 0 MW of planned capacity, and 238.4 MW of retired capacity)",299.4,214,214,0,238.4,1,0,2,Petro,,1480910,79,Kalaeloa,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Kalaeloa Pole Yard,"Makakilo City, HI",HI,,Hawaiian Electric Co Inc,"Petro-fired Power Plant (4.8 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",4.8,4.92,4.92,0,0,3,0,0,Petro,,1026,2.38,Kalaeloa Pole Yard,,0,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,08/2006
Kalaeloa Solar One,"Makakilo City, HI",HI,,Keahole Solar Power LLC,"Renewable Energy Power Plant (0 MW of operating capacity, 5 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,5,0,0,1,0,Renew,,0,0,Kalaeloa Solar One,,0,221119,Other Electric Power Generation,491,Ventyx Research,09/2010
Kalaeloa Solar Two,"Makakilo City, HI",HI,,Keahole Solar Power LLC,"Renewable Energy Power Plant (0 MW of operating capacity, 5 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,5,0,0,1,0,Renew,,0,0,Kalaeloa Solar Two,,0,221119,Other Electric Power Generation,491,Ventyx Research,02/2011
Kalaheo Hydro,"Kalaheo, HI",HI,,McBryde Sugar Co Ltd,"Hydroelectric Power Plant (1.1 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",1.1,1.05,1.01,0,0,1,0,0,Water,,5405,58.76,Kalaheo Hydro,,0,221111,Hydroelectric Power Generation,491,Nearest City,na
Kanoelehua,"Waikii, HI",HI,,Hawaii Electric Light Co Inc,"Petro-fired Power Plant (21 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",21,20,20,0,0,5,0,0,Petro,,1654,0.94,Kanoelehua,,0,221112,Fossil Fuel Electric Power Generation,491,Latitude and Longitude,na
Kapaa Hawaii,"Kaneohe, HI",HI,,Kapaa Generating Partners,"Renewable Energy Power Plant (0 MW of operating capacity, 0 MW of planned capacity, and 3 MW of retired capacity)",0,0,0,0,3,0,0,1,Renew,,0,0,Kapaa Hawaii,,0,221119,Other Electric Power Generation,491,Ventyx Research,na
Kapaa Solar,"Kapaa, HI",HI,,Kauai Island Utility Coop,"Renewable Energy Power Plant (1.21 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",1.21,1.21,1.21,0,0,1,0,0,Renew,,0,0,Kapaa Solar,,0,221119,Other Electric Power Generation,491,Nearest City,10/2010
Kapaia Power Station,"Hanamaulu, HI",HI,,Kauai Island Utility Coop,"Petro-fired Power Plant (39.1 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",39.1,26.6,26.6,0,0,1,0,0,Petro,,215584,92.52,Kapaia Power Station,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,08/2005
Kapolei Sustainable Energy Park,"Makakilo City, HI",HI,,Hoku Solar Inc,"Renewable Energy Power Plant (0 MW of operating capacity, 1.5 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,1.5,0,0,1,0,Renew,,0,0,Kapolei Sustainable Energy Park,,0,221119,Other Electric Power Generation,491,Ventyx Research,03/2008
Kauai Solar,"Hanalei, HI",HI,,Powerworks Inc,"Renewable Energy Power Plant (0 MW of operating capacity, 12 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,12,0,0,1,0,Renew,,0,0,Kauai Solar,,0,221119,Other Electric Power Generation,491,Ventyx Research,11/2007
Kauai Waste To Energy,"Mana, HI",HI,,Barlow Projects Inc,"Renewable Energy Power Plant (0 MW of operating capacity, 7.3 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,7.3,0,0,1,0,Renew,,0,0,Kauai Waste To Energy,,0,221119,Other Electric Power Generation,491,Ventyx Research,04/2006
Kaumakani,"Waimea, HI",HI,,Olokele Sugar Co,"Renewable Energy Power Plant (4.15 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",4.15,4.15,4.15,0,0,4,0,0,Renew,Petro,0,0,Kaumakani,,0,221119,Other Electric Power Generation,491,Latitude and Longitude,na
Kawailoa Wind,"Kawailoa Beach, HI",HI,,Kawailoa Wind LLC,"Renewable Energy Power Plant (0 MW of operating capacity, 69 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,69,0,0,2,0,Renew,,0,0,Kawailoa Wind,,0,221119,Other Electric Power Generation,491,Ventyx Research,09/2010
Keahole,"Volcano, HI",HI,,Hawaii Electric Light Co Inc,"Petro-fired Power Plant (89.1 MW of operating capacity, 0 MW of planned capacity, and 53.5 MW of retired capacity)",89.1,79,82.6,0,53.5,5,0,5,Petro,,153358,22.16,Keahole,,0,221112,Fossil Fuel Electric Power Generation,491,Ventyx Research,na
Kekaha Waimea Water Power Project,"Waimea, HI",HI,,Kahawai Power 4 LLC,"Hydroelectric Power Plant (0 MW of operating capacity, 1.5 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,1.5,0,0,1,0,Water,,0,0,Kekaha Waimea Water Power Project,,0,221111,Hydroelectric Power Generation,491,FERC eLibrary,03/2011
Kitano Water Power Project,"Kekaha, HI",HI,,Clean River Power 16 LLC,"Hydroelectric Power Plant (0 MW of operating capacity, 7.7 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,7.7,0,0,2,0,Water,,0,0,Kitano Water Power Project,,0,221111,Hydroelectric Power Generation,491,FERC eLibrary,10/2010
Kohala,"Kapaau, HI",HI,,Kohala Sugar Co,"Hydroelectric Power Plant (3.85 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",3.85,3.85,3.85,0,0,2,0,0,Water,,0,0,Kohala,,0,221111,Hydroelectric Power Generation,491,Ventyx Research,na
Koloa Solar,"Koloa, HI",HI,,Poipu Solar LLC,"Renewable Energy Power Plant (0 MW of operating capacity, 3 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,3,0,0,2,0,Renew,,0,0,Koloa Solar,,0,221119,Other Electric Power Generation,491,Nearest City,10/2010
Kula Geothermal,"Waiakoa, HI",HI,,Ormat Nevada Inc,"Renewable Energy Power Plant (0 MW of operating capacity, 24 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,24,0,0,1,0,Renew,,0,0,Kula Geothermal,,0,221119,Other Electric Power Generation,491,Ventyx Research,05/2011
La Ola Solar,"Lanai City, HI",HI,,Lanai Sustainability Research LLC,"Renewable Energy Power Plant (1.2 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",1.2,1.2,1.2,0,0,12,0,0,Renew,,1389,13.21,La Ola Solar,,0,221119,Other Electric Power Generation,491,Ventyx Research,06/2007
Lalamilo Windfarm,"Kawaihae, HI",HI,,Hawaii Electric Light Co Inc,"Renewable Energy Power Plant (0 MW of operating capacity, 0 MW of planned capacity, and 2.2 MW of retired capacity)",0,0,0,0,2.2,0,0,2,Renew,,85,0,Lalamilo Windfarm,,0,221119,Other Electric Power Generation,491,Aerial Imagery,na
Lanai City (HI),"Lanai City, HI",HI,,Maui Electric Co Ltd,"Petro-fired Power Plant (0 MW of operating capacity, 0 MW of planned capacity, and 2.76 MW of retired capacity)",0,0,0,0,2.76,0,0,3,Petro,,0,0,Lanai City (HI),,0,221112,Fossil Fuel Electric Power Generation,491,Nearest City,na
Lihue Plantation Co Ltd,"Lihue, HI",HI,,Lihue Plantation Co Ltd,"Renewable Energy Power Plant (0 MW of operating capacity, 0 MW of planned capacity, and 23 MW of retired capacity)",0,0,0,0,23,0,0,3,Renew,,0,0,Lihue Plantation Co Ltd,,0,221119,Other Electric Power Generation,491,Street Address,na
Maalaea,"Maalaea, HI",HI,,Maui Electric Co Ltd,"Petro-fired Power Plant (229.8 MW of operating capacity, 0 MW of planned capacity, and 93 MW of retired capacity)",229.8,205,203,0,93,16,0,4,Petro,,815030,45.39,Maalaea,,0,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Makaweli River Hydroelectric Project,"Waimea, HI",HI,,Kahawai Power 2 LLC,"Hydroelectric Power Plant (0 MW of operating capacity, 6.6 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,6.6,0,0,2,0,Water,,0,0,Makaweli River Hydroelectric Project,,0,221111,Hydroelectric Power Generation,491,FERC eLibrary,11/2010
Mauna Kea Foothills Restoration Biomass,"Umikoa, HI",HI,,COGENTECH Pacific LLC,"Renewable Energy Power Plant (0 MW of operating capacity, 3 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,3,0,0,1,0,Renew,,0,0,Mauna Kea Restoration Biomass,,0,221119,Other Electric Power Generation,491,Ventyx Research,09/2011
