Name,Owner Type,Regulation,Control Area,Plan Area,Holding Co.,Summer Peak,Winter Peak,Summer Capacity,Winter Capacity,Net Gen. MW,Source,Source Date
La Plata Electric Association Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,La Plata Electric Association Inc,146,162,0,0,0,Regional Maps; Ventyx Research,Unknown
Oak Creek CO (Town of),Muni,Regulated,Northern States Power,Midwest Reliability Organization,Oak Creek CO (Town of),1,2,0,0,22,Previously Mapped Features; Ventyx Research,na
Leesburg Utilities Dept,Muni,Regulated,Florida Municipal Power Pool,Florida Municipal Power Agency,Leesburg FL (City of),113,119,0,0,64473,Previously Mapped Features; Ventyx Research,na
McLeansboro IL (City of),Muni,Regulated,Southern Illinois Power Coop,Southern Illinois Power Coop,McLeansboro IL (City of),7,4,8.4,8.4,141,Previously Mapped Features; Ventyx Research,na
Longmont CO (City of),Muni,Regulated,Public Service Co of Colorado,Platte River Power Authority,Longmont CO (City of),162,132,0.6,0.56,4216,Previously Mapped Features; Ventyx Research,2000
Eldridge IA (City of),Muni,Regulated,MidAmerican Energy Co,MidAmerican Energy Co,Eldridge IA (City of),10,7,8.05,8.14,0,Regional Maps; Ventyx Research,07/1998
Dover DE (City of),Muni,Regulated,PJM Interconnection,PJM Interconnection,Dover DE (City of),161,111,175,176,0,Previously Mapped Features; Ventyx Research,na
Loveland Water & Power,Muni,Regulated,Public Service Co of Colorado,Platte River Power Authority,Loveland Water & Power,126,105,1,1,2746,Previously Mapped Features; Ventyx Research,2000
Southwest Mississippi E P A,DistCoop,Regulated,South Mississippi Electric Power Association,South Mississippi Electric Power Association,Southwest Mississippi E P A,103,91,0,0,0,Regional Maps; Ventyx Research,10/2003
San Miguel Power Association Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,San Miguel Power Association Inc,28,45,0,0,0,Regional Maps; Ventyx Research,Unknown
White River Electric Association Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,White River Electric Association Inc,113,124,0,0,0,Regional Maps; Ventyx Research,Unknown
Jewett City Dept of Public Utilities,Muni,Regulated,New England ISO,New England ISO,Jewett City Dept of Public Utilities,5,5,0,0,0,Ventyx Research,2000
Lewes Board of Public Works,Muni,Regulated,PJM Interconnection,PJM Interconnection,Lewes Board of Public Works,18,20,0,0,0,Previously Mapped Features; Ventyx Research,na
Keys Energy Services,Muni,Regulated,Florida Power & Light,Florida Power & Light Co,Keys Energy Services,137,131,86.4,86.4,1260,Previously Mapped Features; Ventyx Research,na
Yampa Valley Electric Association Inc,DistCoop,Regulated,Public Service Co of Colorado,Public Service Co of Colorado,Yampa Valley Electric Association Inc,98,126,0,0,0,Regional Maps; Ventyx Research,05/2003
Commerce GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Commerce GA (City of),14,13,0,0,0,Previously Mapped Features; Ventyx Research,na
Norwich CT (City of),Muni,Regulated,New England ISO,New England ISO,Norwich CT (City of),69,59,16.82,20.77,3231,Ventyx Research,2000
Milford DE (City of),Muni,Regulated,PJM Interconnection,PJM Interconnection,Milford DE (City of),45,38,0,0,0,Previously Mapped Features; Ventyx Research,na
Havana Power & Light Co,Muni,Regulated,Progress Energy Florida,Progress Energy Florida,Havana Power & Light Co,6,6,0,0,0,Previously Mapped Features; Ventyx Research,na
Clayton DE (Town of),Muni,Regulated,PJM Interconnection,PJM Interconnection,Clayton DE (Town of),4,3,0,0,0,Previously Mapped Features; Ventyx Research,na
Covington GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Covington GA (City of),83,72,0,0,0,Previously Mapped Features; Ventyx Research,na
Seaford DE (City of),Muni,Regulated,PJM Interconnection,PJM Interconnection,Seaford DE (City of),23,19,6.8,6.8,-95,Previously Mapped Features; Ventyx Research,na
Smyrna DE (Town of),Muni,Regulated,PJM Interconnection,PJM Interconnection,Smyrna DE (Town of),23,16,0,0,0,Ventyx Research,2000
Wallingford CT (Town of),Muni,Regulated,New England ISO,New England ISO,Wallingford CT (Town of),128,100,0,0,0,Ventyx Research,12/2007
New Castle Board of Water & Light,Muni,Regulated,PJM Interconnection,PJM Interconnection,New Castle Board of Water & Light,17,13,0,0,0,Previously Mapped Features; Ventyx Research,na
Newark DE (City of),Muni,Regulated,PJM Interconnection,PJM Interconnection,Newark DE (City of),80,55,0,0,0,Previously Mapped Features; Ventyx Research,na
Quincy Utility Dept,Muni,Regulated,Progress Energy Florida,Progress Energy Florida,Quincy (City of),34,31,0,0,0,Previously Mapped Features; Ventyx Research,na
Tallahassee FL (City of),Muni,Regulated,Tallahassee FL (City of),Tallahassee FL (City of),Tallahassee FL (City of),605,579,812,890,2637620,Previously Mapped Features; Ventyx Research,na
Suwannee Valley Electric Coop Inc,DistCoop,Regulated,Seminole Electric Coop Inc,Seminole Electric Coop Inc,Suwannee Valley Electric Coop Inc,99,118,0,0,0,Regional Maps; Ventyx Research,10/2003
Talquin Electric Coop Inc,DistCoop,Regulated,Seminole Electric Coop Inc,Seminole Electric Coop Inc,Talquin Electric Coop Inc,252,309,0,0,681,Regional Maps; Ventyx Research,02/2009
Blountstown FL (City of),Muni,Regulated,Southern Co Services Inc,Gulf Power Co,Blountstown FL (City of),10,8,0,0,0,Previously Mapped Features; Ventyx Research,na
Chattahoochee FL (City of),Muni,Regulated,Progress Energy Florida,Progress Energy Florida,Chattahoochee FL (City of),9,8,0,0,0,Previously Mapped Features; Ventyx Research,na
Orlando Utilities Commission,Muni,Regulated,Florida Municipal Power Pool,Orlando Utilities Commission,Orlando Utilities Commission,1102,1033,1240.61,1302.8,6535810,Previously Mapped Features; Ventyx Research,na
Missoula Electric Coop Inc,DistCoop,Regulated,Bonneville Power Administration,Western Montana Electric G & T Coop,Missoula Electric Coop Inc,38,54,0,0,0,Company Maps; Ventyx Research,03/1996
Oxford GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Oxford GA (City of),4,3,0,0,0,Previously Mapped Features; Ventyx Research,na
Potomac Electric Power Co,IOU,Regulated,PJM Interconnection,PJM Interconnection,Pepco Holdings Inc,6299,5538,0,0,0,Regional Maps; Ventyx Research,10/1998
Fitzgerald Water Light & Bond Commission,Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Fitzgerald Water Light & Bond Commission,43,46,0,0,0,Previously Mapped Features; Ventyx Research,na
West Florida Electric Coop Association Inc,DistCoop,Regulated,PowerSouth Energy Coop,PowerSouth Energy Coop,West Florida Electric Coop Association Inc,109,140,0,0,0,Regional Maps; Ventyx Research,02/2009
Kissimmee Utility Authority,Muni,Regulated,Florida Municipal Power Pool,Florida Municipal Power Agency,Kissimmee Utility Authority,318,284,297.38,321.13,49165,Previously Mapped Features; Ventyx Research,na
Glades Electric Coop Inc,DistCoop,Regulated,Seminole Electric Coop Inc,Seminole Electric Coop Inc,Glades Electric Coop Inc,80,88,0,0,804,Regional Maps; Ventyx Research,11/2003
Homestead FL (City of),Muni,Regulated,Homestead (City of),Homestead FL (City of),Homestead FL (City of),90,81,51.6,51.6,39200,Previously Mapped Features; Ventyx Research,na
Rock Falls Electrical Dept,Muni,Regulated,Ameren,Ameren Corp,Rock Falls Electrical Dept,20,14,13.1,14.1,7247,Previously Mapped Features; Ventyx Research,na
Lawrenceville Electric Dept,Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Lawrenceville Electric Dept,71,50,0,0,0,Previously Mapped Features; Ventyx Research,na
Crisp County Power Commission,PSubdiv,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Crisp County Power Commission,83,96,29.2,29.2,41214,Previously Mapped Features; Ventyx Research,na
Northern Lights Inc,DistCoop,Regulated,Bonneville Power Administration,Bonneville Power Administration,Northern Lights Inc,35,68,0,0,21239,Company Maps; Ventyx Research,03/1996
Douglas GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Douglas GA (City of),52,54,0,0,53,Previously Mapped Features; Ventyx Research,na
Irwin Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Irwin Electric Member Corp,51,50,0,0,0,Company Maps; Ventyx Research,Unknown
Bluffton IN (City of),Muni,Regulated,American Electric Power,American Electric Power Co Inc,Bluffton IN (City of),50,43,5.6,5.6,0,Previously Mapped Features; Ventyx Research,na
Wayne White Counties Electric Coop,DistCoop,Regulated,Ameren,Ameren Corp,Wayne White Counties Electric Coop,67,54,0,0,0,Regional Maps; Ventyx Research,Unknown
Moultrie GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Moultrie GA (City of),42,45,0,0,0,Previously Mapped Features; Ventyx Research,Unknown
Sandersville GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Sandersville GA (City of),21,18,0,0,0,Previously Mapped Features; Ventyx Research,na
Albany Water Gas & Light Commission,Muni,Regulated,Southern Co Services Inc,Georgia Power Co,Albany Water Gas & Light Commission,210,199,0,0,0,Previously Mapped Features; Ventyx Research,na
Oconee Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Oconee Electric Member Corp,63,72,0,0,0,Company Maps; Ventyx Research,Unknown
Quitman GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Quitman GA (City of),12,13,0,0,0,Previously Mapped Features; Ventyx Research,na
Amicalola Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Amicalola Electric Member Corp,168,209,0,0,0,Company Maps; Ventyx Research,Unknown
Camilla GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Camilla GA (City of),28,25,0,0,0,Previously Mapped Features; Ventyx Research,na
Cartersville Electric System,Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Cartersville Electric System,100,88,0,0,0,Previously Mapped Features; Ventyx Research,na
Darlington Light & Power Co,Muni,Regulated,Duke Energy Corp,Duke Energy Corp,Darlington Light & Power Co,1,1,0,0,0,Previously Mapped Features; Ventyx Research,na
Chickamauga GA (City of),Muni,Regulated,Tennessee Valley Authority,Tennessee Valley Authority,Chickamauga GA (City of),7,8,0,0,0,Previously Mapped Features; Ventyx Research,na
Griffin Electric Dept,Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Griffin Electric Dept,93,75,0,0,0,Previously Mapped Features; Ventyx Research,na
Hampton GA (City of),Muni,Regulated,Southern Co Services Inc,Georgia Power Co,Hampton GA (City of),8,8,0,0,0,Previously Mapped Features; Ventyx Research,na
Hogansville GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Hogansville GA (City of),0,0,0,0,0,Previously Mapped Features; Ventyx Research,na
Bigelow MN (City of),Muni,Regulated,Alliant Energy,Alliant Energy,Bigelow MN (City of),2,4,0,0,0,Previously Mapped Features; Ventyx Research,na
Hutchinson Utilities Commission,Muni,Regulated,Northern States Power,Northern States Power,Hutchinson Utilities Commission,58,45,101.7,106.3,6583,Previously Mapped Features; Ventyx Research,na
Tennessee Valley Authority,Federal,Regulated,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,28711,32572,29399.8,30631.2,141374000,Company Maps; Ventyx Research,na
Acworth GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Acworth GA (City of),26,14,0,0,0,Previously Mapped Features; Ventyx Research,na
Grantville GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Grantville GA (City of),3,2,0,0,0,Previously Mapped Features; Ventyx Research,na
College Park GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),College Park GA (City of),51,51,0,0,0,Previously Mapped Features; Ventyx Research,na
Sylvester GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Sylvester GA (City of),19,18,0,0,0,Previously Mapped Features; Ventyx Research,na
East Point GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),East Point GA (City of),78,66,0,0,0,Previously Mapped Features; Ventyx Research,na
Ellaville GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Ellaville GA (City of),7,6,0,0,0,Previously Mapped Features; Ventyx Research,na
Palmetto GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Palmetto GA (City of),7,7,0,0,0,Previously Mapped Features; Ventyx Research,na
Fairburn Electrical Dept,Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Fairburn Electrical Dept,14,15,0,0,0,Previously Mapped Features; Ventyx Research,na
La Fayette GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),La Fayette GA (City of),21,20,0,0,0,Previously Mapped Features; Ventyx Research,na
Thomaston GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Thomaston GA (City of),29,21,0,0,0,Previously Mapped Features; Ventyx Research,na
Marietta Board Lights & Water,Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Marietta Board Lights & Water,240,194,0,0,0,Previously Mapped Features; Ventyx Research,na
Newnan Water Sewer & Light Commission,Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Newnan Water Sewer & Light Commission,78,81,0,0,0,Previously Mapped Features; Ventyx Research,na
Weiser ID (City of),Muni,Regulated,Bonneville Power Administration,Bonneville Power Administration,Weiser ID (City of),10,11,0,0,0,Previously Mapped Features; Ventyx Research,na
Norcross GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Norcross GA (City of),24,18,0,0,0,Previously Mapped Features; Ventyx Research,na
Thomasville Utilities,Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Thomasville Utilities,109,119,0,0,0,Previously Mapped Features; Ventyx Research,na
Three Notch Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Three Notch Electric Member Corp,67,60,38.06,38.06,0,Company Maps; Ventyx Research,Unknown
Tri County Electric Membership Corp (GA),DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Tri County Electric Membership Corp (GA),90,108,0,0,0,Company Maps; Ventyx Research,Unknown
Utility Commission Fort Valley,Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Utility Commission Fort Valley,28,22,3,3,0,Previously Mapped Features; Ventyx Research,na
West Point GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),West Point GA (City of),11,9,0,0,0,Previously Mapped Features; Ventyx Research,na
Washington GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Washington GA (City of),18,17,0,0,0,Previously Mapped Features; Ventyx Research,na
Dalton GA (City of),Muni,Regulated,Southern Co Services Inc,Georgia Power Co,Dalton GA (City of),242,233,104.84,104.99,824010,Previously Mapped Features; Ventyx Research,na
Straughn IN (Town of),Muni,Regulated,Duke Energy Corp,Duke Energy Corp,Straughn IN (Town of),1,1,0,0,0,Previously Mapped Features; Ventyx Research,na
LaGrange GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),La Grange GA (City of),95,82,0,0,0,Ventyx Research,2000
Remsen IA (City of),Muni,Regulated,Northern States Power,Midwest Reliability Organization,Remsen IA (City of),2,2,0,0,0,Regional Maps; Ventyx Research,07/1998
Sylvania GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Sylvania GA (City of),98,99,0,0,0,Previously Mapped Features; Ventyx Research,na
North Georgia Electric Member Corp,DistCoop,Regulated,Tennessee Valley Authority,Tennessee Valley Authority,North Georgia Electric Member Corp,504,714,0,0,0,Company Maps; Ventyx Research,Unknown
Sawnee Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Sawnee Electric Member Corp,868,587,0,0,0,Company Maps; Ventyx Research,Unknown
